id_puesto,titulo_puesto,descripcion_puesto,area_del_puesto,modalidad_de_trabajo,horas_semanales,fecha_inicio,duracion_del_puesto,sueldo_aproximado
PSTEMP002,Consultor junior de innovación,"Detección de oportunidades y diseño de pilotos innovadores.",Transformación Empresarial,Híbrido,35,2025-08-10,20,4200
PSTEMP003,Ecosistema builder tech,"Coordinación entre proyectos emprendedores y entidades de apoyo.",Networking e innovación,Remoto,30,2025-08-05,18,4000
PSTEMP004,Especialista en Design Thinking,"Facilitación de talleres de ideación y prototipado.",Innovación de Procesos,Híbrido,30,2025-08-15,22,4300
PSTEMP005,Analista de mercado para startups,"Validación de mercado, encuestas y posicionamiento.",Investigación de Mercado,Remoto,30,2025-08-20,20,4100
PSTEMP006,Coordinador de bootcamp emprendedor,"Planificación de cursos, logística y seguimiento a emprendedores.",Educación y Capacitación,Presencial,40,2025-09-01,24,4400
PSTEMP007,Product manager para MVPs,"Gestión de desarrollo y lanzamiento de productos mínimos viables.",Product Management,Híbrido,35,2025-08-12,20,4500
PSTEMP008,Especialista en innovación social (B Corp),"Diseño de soluciones sostenibles con impacto social.",Innovación Sostenible,Remoto,30,2025-08-18,20,4200
PSTEMP009,Community manager de startup tech,"Creación de contenidos y gestión de comunidad emprendedora.",Marketing Digital,Remoto,25,2025-08-22,18,3900
PSTEMP010,Analista de financiamiento de innovación,"Vinculación con fondos, elaboración de propuestas de innovación.",Financiamiento de Startups,Remoto,30,2025-08-08,22,4300
PSTMED001,Médico General en hospital público,"Atención ambulatoria y emergencias en hospital nivel II.",Medicina General,Presencial,40,2025-08-01,24,5200
PSTMED002,Médico Especialista en Pediatría,"Atención especializada a menores en hospital regional.",Pediatría,Presencial,40,2025-08-15,24,10000
PSTMED003,Médico Ocupacional en empresa,"Chequeos médicos y control de riesgos laborales.",Salud Ocupacional,Presencial,40,2025-08-05,24,8000
PSTMED004,Coordinador de estudios clínicos,"Implementación de ensayos y reclutamiento de pacientes.",Investigación Clínica,Híbrido,30,2025-08-20,24,6000
PSTMED005,Medico de Familia en centro comunitario,"Seguimiento de pacientes, prevención y salud familiar.",Medicina Familiar,Presencial,40,2025-09-01,24,7500
PSTMED006,Residente en Neurología,"Atención de consultas, seguimiento y procedimientos médicos.",Neurología,Presencial,20,2025-08-12,24,7300
PSTMED007,Doctor en Telemedicina,"Consulta médica remota y telemonitoreo de pacientes crónicos.",Telemedicina,Remoto,30,2025-08-18,24,6000
PSTMED008,Investigador epidemiológico,"Análisis de datos de salud pública y brotes sanitarios.",Epidemiología,Remoto,30,2025-08-22,24,5500
PSTMED009,Médico Endocrinólogo en clínica,"Diagnóstico y tratamiento de enfermedades hormonales.",Endocrinología,Presencial,20,2025-08-08,24,7000
PSTMED010,Médico Urólogo en clínica,"Procedimientos, diagnósticos y seguimiento de pacientes.",Urología,Presencial,20,2025-08-10,24,7500
PSTODO001,Dentista general en clínica privada,"Atención de pacientes, limpiezas, obturaciones y emergencias.",Odontología General,Presencial,40,2025-08-01,24,3500
PSTODO002,Ortodontista asistente,"Soporte en colocación y seguimiento de ortodoncias.",Ortodoncia,Presencial,30,2025-08-15,24,4500
PSTODO003,Pediatra dental,"Atención odontológica especializada a niños.",Odontopediatría,Presencial,30,2025-08-05,24,4000
PSTODO004,Higienista dental avanzado,"Tratamientos de higiene, pulido y control periodontal.",Periodoncia,Presencial,40,2025-08-20,24,3000
PSTODO005,Coordinador de clínica dental,"Gestión de agendas, atención al cliente y compras.",Administración Odontológica,Presencial,40,2025-08-25,24,3200
PSTODO006,Odontólogo restaurador,"Tratamientos de coronas, carillas y restauraciones estéticas.",Odontología Restauradora,Presencial,30,2025-09-01,24,4200
PSTODO007,Endodoncista junior,"Tratamiento de conductos bajo supervisión en clínica especializada.",Endodoncia,Presencial,30,2025-08-12,24,4800
PSTODO008,Odontólogo en salud pública,"Campañas de salud bucal y atención comunitaria.",Promoción de Salud Dental,Presencial,40,2025-08-18,24,2800
PSTODO009,Dentista especializado en periodoncia,"Tratamientos de encías y tejido de soporte dental.",Periodoncia,Presencial,30,2025-08-22,24,5000
PSTODO010,Odontólogo en clínica estética,"Rehabilitación oral con prótesis y estética dental.",Estética Dental,Presencial,30,2025-08-10,24,4800
PSTENF001,Enfermero General Hospitalario,"Atención general, emergencias y curaciones en hospital público.",Enfermería General,Presencial,40,2025-08-01,24,2493
PSTENF002,Enfermero Ocupacional,"Evaluación y prevención de riesgos de salud laboral en empresa.",Salud Ocupacional,Presencial,40,2025-08-15,24,2652
PSTENF003,Enfermero de UCI,"Monitoreo y soporte de pacientes críticos en unidad de cuidados intensivos.",Cuidados Críticos,Presencial,40,2025-08-10,24,3800
PSTENF004,Enfermero de Trozas (Cama adentro),"Cuidado domiciliario, monitoreo y apoyo en movilidad.",Enfermería Domiciliaria,Presencial,48,2025-08-05,24,2000
PSTENF005,Supervisor de Enfermería,"Coordinación de turnos y equipo de enfermeros en clínica privada.",Gestión de Enfermería,Presencial,40,2025-08-20,24,3500
PSTENF006,Enfermero Quirúrgico Asistente,"Soporte en procedimientos y protocolo en quirófano.",Quirófano,Presencial,40,2025-09-01,24,3000
PSTENF007,Coordinador de Vacunación COVID,"Planificación y ejecución de jornadas de vacunación masiva.",Salud Pública,Presencial,40,2025-08-12,16,2800
PSTENF008,Enfermero de UCI Pediátrica,"Atención especializada a pacientes pediátricos en UCI.",Cuidados Críticos Pediátricos,Presencial,40,2025-08-18,24,4000
PSTENF009,Enfermero de Emergencias,"Atención de urgencias en clínica con protocolo de triage.",Emergencias,Presencial,40,2025-08-22,24,3200
PSTENF010,Enfermero en Salud Comunitaria,"Campañas de promoción de salud y monitoreo en comunidades.",Salud Comunitaria,Presencial,30,2025-08-08,24,2500
PSTTM001,Tecnólogo en Anatomía Patológica,"Procesamiento de biopsias y preparación de muestras.",Laboratorio Clínico,Presencial,40,2025-08-01,24,1200
PSTTM002,Tecnólogo de Laboratorio Clínico,"Análisis hematológicos y bioquímicos en clínica privada.",Laboratorio Clínico,Presencial,40,2025-08-10,24,2300
PSTTM003,Tecnólogo Médico Radiólogo,"Realización de rayos X y mamografías en centro diagnóstico.",Imagenología,Presencial,40,2025-08-05,24,2000
PSTTM004,Tecnólogo en Salud Ocupacional,"Evaluación de riesgo físico y exámenes médicos en empresa.",Salud Ocupacional,Presencial,40,2025-08-15,24,2000
PSTTM005,Tecnólogo en Urgencias Hospitalarias,"Registro y toma de muestras en área de emergencia.",Emergencia,Presencial,40,2025-08-20,24,1800
PSTTM006,Tecnólogo en Terapia Física,"Apoyo en evaluación y recuperación bajo supervisión.",Terapia Física y Rehabilitación,Presencial,40,2025-09-01,24,1500
PSTTM007,Tecnólogo en Terapia de Lenguaje,"Intervención y valoración de trastornos del habla.",Terapia de Lenguaje,Presencial,40,2025-08-12,24,1800
PSTTM008,Tecnólogo en Banco de Sangre,"Manejo y distribución de componentes sanguíneos.",Banco de Sangre,Presencial,40,2025-08-18,24,2000
PSTTM009,Tecnólogo en Hematología,"Realización de pruebas y conteo de sangre en laboratorio.",Hematología,Presencial,40,2025-08-22,24,2300
PSTTM010,Tecnólogo en Optometría,"Examen visual y gradación de lentes en clínica oftalmológica.",Optometría,Presencial,40,2025-08-08,24,2000
PSTTF001,Fisioterapeuta en Clínica de Rehabilitación,"Evaluación y tratamiento de pacientes neuromusculares.",Rehabilitación Médica,Presencial,40,2025-08-01,24,1800
PSTTF002,Especialista en Fisioterapia Deportiva,"Rehabilitación de lesiones deportivas y prevención.",Fisioterapia Deportiva,Presencial,40,2025-08-15,24,2200
PSTTF003,Fisioterapeuta Domiciliario,"Atención a pacientes en casa con movilidad reducida.",Rehabilitación Domiciliaria,Presencial,40,2025-08-05,24,1800
PSTTF004,Fisioterapeuta Pediátrico,"Atención de niños con necesidades especiales de movilidad.",Fisioterapia Pediátrica,Presencial,40,2025-08-20,24,2000
PSTTF005,Coordinador de Terapia Física,"Gestión de agendas y equipo de terapeutas en centro.",Gestión de Rehabilitación,Presencial,40,2025-09-01,24,2300
PSTTF006,Terapeuta Físico en Hospital General,"Apoyo en UCI, traumatología y neurología.",Rehabilitación Hospitalaria,Presencial,40,2025-08-12,24,2000
PSTTF007,Especialista en Fisioterapia Respiratoria,"Tratamientos para pacientes post-COVID y asmáticos.",Fisioterapia Respiratoria,Presencial,40,2025-08-18,24,2100
PSTTF008,Fisioterapeuta Ortopédico,"Rehabilitación post-operatoria de ortopedia.",Fisioterapia Ortopédica,Presencial,40,2025-08-22,24,2200
PSTTF009,Terapeuta en Unidad de Cuidado Crítico,"Apoyo rehabilitador en UCI adultos.",Cuidado Crítico,Presencial,40,2025-08-08,24,2400
PSTTF010,Especialista en Fisioterapia Neurológica,"Tratamiento de pacientes con daño neurológico.",Fisioterapia Neurológica,Presencial,40,2025-08-25,24,2300
PSTPSI001,Psicólogo Clínico Hospitalario,"Atención de pacientes con trastornos mentales en hospital público.",Psicología Clínica,Presencial,40,2025-08-01,24,5000
PSTPSI002,Psicólogo Organizacional,"Aplicación de pruebas, clima y bienestar en empresas.",Psicología Organizacional,Presencial,40,2025-08-15,24,6500
PSTPSI003,Psicólogo Educativo en colegio privado,"Atención psicológica y acompañamiento al estudiante.",Educación,Presencial,40,2025-08-05,24,4000
PSTPSI004,Psicólogo Forense,"Aplicación de peritajes y evaluaciones en el sistema judicial.",Psicología Forense,Presencial,40,2025-08-20,24,6000
PSTPSI005,Psicólogo en ONG de salud mental,"Intervención grupal y comunitaria en salud mental.",Psicología Social,Remoto,30,2025-09-01,24,4500
PSTPSI006,Consultor en bienestar laboral,"Programas de manejo de estrés y productividad.",Psicología Organizacional,Híbrido,35,2025-08-12,24,7000
PSTPSI007,Psicoterapeuta Couple&Family,"Terapia de pareja y familiar en consultorio privado.",Psicoterapia,Presencial,20,2025-08-18,24,5500
PSTPSI008,Psicólogo en teleconsulta,"Atención psicológica remota de pacientes adultos.",Telepsicología,Remoto,30,2025-08-22,24,4800
PSTPSI009,Psicólogo Deportivo,"Mejora del rendimiento mental en atletas profesionales.",Psicología del Deporte,Presencial,30,2025-08-08,24,5200
PSTPSI010,Psicólogo en Educación Especial,"Apoyo a estudiantes con necesidades educativas especiales.",Psicología Educativa,Presencial,40,2025-08-10,24,4300
PSTNUT001,Nutricionista Clínico,"Evaluación nutricional y planes terapéuticos en clínica.",Nutrición Clínica,Presencial,40,2025-08-01,24,2500
PSTNUT002,Nutricionista Deportivo,"Asesoría personalizada en alimentación deportiva.",Nutrición Deportiva,Presencial,40,2025-08-15,24,3500
PSTNUT003,Nutricionista en salud pública,"Programas comunitarios de educación alimentaria.",Salud Pública,Presencial,30,2025-08-05,24,2000
PSTNUT004,Nutricionista Pediátrico,"Planes nutricionales para niños y adolescentes.",Nutrición Pediátrica,Presencial,40,2025-08-20,24,3000
PSTNUT005,Nutricionista en industria alimentaria,"Control de calidad y formulación de productos.",Industria Alimentaria,Remoto,35,2025-09-01,24,3200
PSTNUT006,Nutricionista Geriátrico,"Atención nutricional a adultos mayores.",Nutrición Geriátrica,Presencial,40,2025-08-12,24,2800
PSTNUT007,Consultor en alimentación institucional,"Diseño de menús escolares y empresariales.",Gestión Alimentaria,Híbrido,35,2025-08-18,24,3300
PSTNUT008,Analista de educación nutricional,"Capacitación y seguimiento de hábitos alimentarios.",Educación Nutricional,Remoto,30,2025-08-22,24,2600
PSTNUT009,Nutricionista en teleconsulta,"Asesoría remota en variedad de contextos.",TeleNutrición,Remoto,30,2025-08-08,24,2400
PSTNUT010,Nutricionista Especializado en obesidad,"Tratamiento y seguimiento de pacientes con obesidad.",Nutrición Clínica,Presencial,40,2025-08-10,24,4000
PSTOBS001,Obstetriz en hospital público,"Manejo de partos, controles pre y postnatal.",Obstetricia General,Presencial,40,2025-08-01,24,3000
PSTOBS002,Obstetriz en clínica privada,"Atención a gestantes y cuidado fetal.",Obstetricia Clínica,Presencial,40,2025-08-15,24,3500
PSTOBS003,Obstetriz en salud comunitaria,"Jornadas de salud reproductiva en campo.",Salud Comunitaria,Presencial,30,2025-08-05,24,2500
PSTOBS004,Coordinadora de programa maternal,"Gestión de equipos y recursos en maternidad.",Gestión Maternal,Híbrido,35,2025-08-20,24,3200
PSTOBS005,Obstetriz en telemedicina,"Atención prenatal remota y seguimiento gestacional.",TeleObstetricia,Remoto,30,2025-09-01,24,2600
PSTOBS006,Educadora prenatal,"Clases preparto y apoyo emocional a futuras madres.",Educación Maternal,Presencial,20,2025-08-12,24,2400
PSTOBS007,Obstetriz en UCI neonatal,"Cuidados críticos a recién nacidos en unidad especializada.",Neonatología,Presencial,40,2025-08-18,24,3800
PSTOBS008,Obstetriz de viaje/domiciliaria,"Atención de partos y control prenatal a domicilio.",Obstetricia Domiciliaria,Presencial,40,2025-08-22,24,2800
PSTOBS009,Analista de programas de salud reproductiva,"Evaluación de indicadores y campañas sociales.",Salud Pública,Remoto,30,2025-08-08,24,3000
PSTOBS010,Obstetriz en ONG internacional,"Apoyo técnico en proyectos de salud materna.",Cooperación Internacional,Remoto,30,2025-08-10,24,3200
VET001,Médico Veterinario Clínico,"Diagnóstico, evaluación, vacunación y cirugía menor de mascotas.",Clínica Veterinaria,Presencial,40,2025-08-01,24,3000
VET002,Veterinario Radiólogo,"Realización e interpretación de radiografías en animales de compañía.",Diagnóstico por Imagen,Presencial,30,2025-08-10,24,3200
VET003,Veterinario Cirujano,"Procedimientos quirúrgicos complejos y postoperatorio en clínica.",Cirugía Veterinaria,Presencial,40,2025-08-05,24,4000
VET004,Veterinario Especialista en Animales de Producción,"Control sanitario y manejo en granjas.",Medicina de Producción,Presencial,40,2025-08-15,24,3500
VET005,Veterinario de Fauna Silvestre,"Atención y rehabilitación de especies silvestres.",Conservación,Presencial,30,2025-09-01,24,3800
VET006,Veterinario de Emergencias,"Atención de urgencias y traumas en clínica 24h.",Emergencias Veterinarias,Presencial,48,2025-08-12,24,3600
VET007,Veterinario en Salud Pública,"Programas de zoonosis y vigilancia epidemiológica.",Salud Pública,Remoto,20,2025-08-18,24,2800
VET008,Veterinario de Laboratorio,"Procesamiento de muestras y análisis microbiológico.",Laboratorio Clínico,Presencial,40,2025-08-22,24,3200
VET009,Veterinario Oncólogo,"Tratamientos y seguimiento de pacientes con cáncer.",Oncología Veterinaria,Presencial,30,2025-08-08,24,5000
VET010,Coordinador de Clínica Veterinaria,"Gestión de personal y operaciones clínicas.",Gestión Veterinaria,Presencial,40,2025-08-10,24,3500
FARM001,Farmacéutico Clínico,"Ajuste de medicación y asesoría farmacoterapéutica en hospital.",Farmacia Hospitalaria,Presencial,40,2025-08-01,24,3500
FARM002,Farmacéutico Industrial,"Control de calidad y producción en planta farmacéutica.",Industria,Presencial,40,2025-08-15,24,4000
FARM003,Bioquímico de Laboratorio Clínico,"Análisis de sangre, orina y control bioquímico sanitario.",Laboratorio Clínico,Presencial,40,2025-08-05,24,3200
FARM004,Regulador de Registro Sanitario,"Gestión de trámites y permisos de nuevos medicamentos.",Regulación Farmacéutica,Remoto,30,2025-08-20,24,3700
FARM005,Analista de Microbiología Farmacéutica,"Pruebas de esterilidad y control microbiológico.",Microbiología,Presencial,40,2025-09-01,24,3600
FARM006,Psicofarmacología Asistente,"Apoyo en investigación y ensayos clínicos de medicamentos psiquiátricos.",Investigación Clínica,Remoto,30,2025-08-12,24,3300
FARM007,Especialista en Diagnóstico Molecular,"Administración de pruebas PCR y genética molecular.",Diagnóstico Molecular,Presencial,40,2025-08-18,24,3800
FARM008,Consultor Técnico Farmacéutico,"Capacitación a personal y soporte a farmacias comunitarias.",Ventas Técnicas,Remoto,30,2025-08-22,24,3500
FARM009,Auditor de Buenas Prácticas de Laboratorio,"Aseguramiento de normas GMP en laboratorios farmacéuticos.",Calidad y GMP,Híbrido,35,2025-08-08,24,4000
FARM010,Bioquímico en Salud Pública," Vigilancia de enfermedades y análisis sanitarios.",Epidemiología,Remoto,30,2025-08-10,24,3400
LAW001,Asesor Jurídico Corporativo,"Redacción de contratos y soporte legal a empresas.",Derecho Corporativo,Presencial,40,2025-08-01,24,4500
LAW002,Abogado Litigante Civil,"Litigios, demandas y representaciones ante tribunales.",Litigio Civil,Presencial,40,2025-08-15,24,5000
LAW003,Especialista en Derecho Laboral,"Gestión de conflictos y asesoría en relaciones laborales.",Derecho Laboral,Híbrido,35,2025-08-05,24,4800
LAW004,Consultor en Compliance Penal,"Investigación interna y prevención de delitos corporativos.",Compliance,Remoto,30,2025-08-20,24,5500
LAW005,Abogado Tributario,"Elaboración y presentación de declaraciones tributarias y asesoría.",Derecho Tributario,Presencial,40,2025-09-01,24,5000
LAW006,Defensor Público,"Asistencia legal gratuita a particulares con escasos recursos.",Derecho Público,Presencial,40,2025-08-12,4000
LAW007,Abogado en Propiedad Intelectual,"Registro de marcas, patentes y protección de derechos.",Propiedad Intelectual,Remoto,30,2025-08-18,24,5200
LAW008,Consultor en Derecho Ambiental,"Asesoría y auditorías en temas de impacto ambiental.",Derecho Ambiental,Híbrido,35,2025-08-22,24,4800
LAW009,Abogado de Contrataciones Públicas,"Elaboración y defensa de bases y procesos en licitaciones.",Contrataciones Públicas,Presencial,40,2025-08-08,24,5300
LAW010,Abogado Penalista Junior,"Atención de procesos penales y presentación de casos en fiscalía.",Derecho Penal,Presencial,40,2025-08-10,24,5000
PSTCP001,Analista de Políticas Públicas,"Evaluación de impacto y estudio de normativas en sector público.",Política Pública,Remoto,35,2025-08-01,24,6000
PSTCP002,Investigador Junior en Ciencias Políticas,"Apoyo en investigación sobre democracia e instituciones.",Investigación Académica,Remoto,30,2025-08-15,24,5000
PSTCP003,Asesor en campañas electorales,"Análisis de contexto y estrategias de comunicación.",Comunicación Política,Presencial,40,2025-08-05,18,5500
PSTCP004,Consultor en gobernanza local,"Apoyo en iniciativas de participación ciudadana.",Gobierno Local,Híbrido,35,2025-08-20,24,5800
PSTCP005,Especialista en relaciones internacionales,"Monitoreo de políticas y alianzas internacionales.",Diplomacia,Remoto,30,2025-09-01,24,6200
PSTCP006,Monitor electoral Estatal,"Supervisión de procesos electorales y auditoría de resultados.",Transparencia Electoral,Presencial,40,2025-08-12,16,5300
PSTCP007,Analista de gabinete ministerial,"Elaboración de informes y seguimiento de agendas de políticas.",Sector Público,Presencial,40,2025-08-18,24,6500
PSTCP008,Coordinador de proyectos de incidencia,"Gestión de ONG e iniciativas de cambio social.",ONG y Sociedad Civil,Híbrido,35,2025-08-22,24,5600
PSTCP009,Evaluador de programas públicos,"Medición de resultados y eficiencia de políticas sociales.",Evaluación de Programas,Remoto,30,2025-08-08,24,6000
PSTCP010,Consultor en reforma institucional,"Diagnóstico y asesoría para modernización pública.",Reforma del Estado,Remoto,30,2025-08-10,24,6200
PSTSOC001,Especialista en gestión social,"Elaboración de estudios de impacto y gestión comunitaria.",Gestión Social,Presencial,40,2025-08-01,24,10000
PSTSOC002,Analista en gestión cultural,"Desarrollo de proyectos culturales en MINCultura.",Cultura,Presencial,40,2025-08-15,24,4264
PSTSOC003,Coordinador de proyectos regionales,"Gestiona programas sociales en gobiernos regionales.",Gestión Regional,Presencial,40,2025-08-05,24,6000
PSTSOC004,Supervisor de relaciones comunitarias,"En industria extractiva, atención a comunidades locales.",Responsabilidad Social,Presencial,40,2025-08-20,24,4000
PSTSOC005,Investigador social junior,"Apoya en recolección fotográfica y análisis en región.",Investigación Social,Presencial,40,2025-09-01,18,1500
PSTSOC006,Especialista en interventoría social,"Auditoría de proyectos con enfoque comunitario.",Consultoría Social,Remoto,30,2025-08-12,5500
PSTSOC007,Promotor social regional,"Implementación de programas sociales en zonas rurales.",Desarrollo Comunitario,Presencial,40,2025-08-18,24,2264
PSTSOC008,Analista de inclusión social,"Apoyo en estrategias para inclusión de grupos vulnerables.",Inclusión Social,Híbrido,35,2025-08-22,24,3000
PSTSOC009,Coordinador de diálogo intercultural,"Intermediación entre Estado y comunidades indígenas.",Interculturalidad,Presencial,40,2025-08-08,24,3264
PSTSOC010,Consultor en políticas sociales,"Asesoría a ministerios en diseño de políticas públicas.",Sector Público,Remoto,30,2025-08-10,24,5000
PSTHIS001,Técnico en gestión archivística,"Administración de archivos y documentación.",Archivo,Presencial,40,2025-08-01,24,3000
PSTHIS002,Jefe de archivo central,"Responsable de organización y custodia documental.",Archivo Central,Presencial,40,2025-08-15,24,15600
PSTHIS003,Asistente de gestión documental,"Apoyo en control y acceso de documentos.",Archivo,Presencial,40,2025-08-05,24,5000
PSTHIS004,Historiador investigador,"Elaboración de estudios históricos para centros culturales.",Investigación Histórica,Remoto,30,2025-08-20,24,3500
PSTHIS005,Curador de patrimonio,"Gestión de colecciones y museos patrimoniales.",Patrimonio Cultural,Presencial,40,2025-09-01,24,4500
PSTHIS006,Académico universitario en Historia,"Docencia e investigación en educación superior.",Educación Superior,Remoto,20,2025-08-12,24,5000
PSTHIS007,Editor de publicaciones históricas,"Edición y revisión de libros y revistas académicas.",Publicación Editorial,Remoto,30,2025-08-18,24,4000
PSTHIS008,Historiador para medios,"Creación de contenido para documentales y medios.",Comunicación Histórica,Presencial,30,2025-08-22,24,3800
PSTHIS009,Consultor en historia oral,"Recopilación y registro de testimonios históricos.",Investigación Social,Presencial,40,2025-08-08,24,3600
PSTHIS010,Especialista en archivística digital,"Digitalización y base de datos para documentos históricos.",Tecnología y Archivo,Remoto,30,2025-08-10,24,4200
PSTFIL001,Docente universitario de filosofía,"Dictado de cursos de filosofía, epistemología y ética.",Docencia Universitaria,Presencial,40,2025-08-01,12,4500
PSTFIL002,Profesor de preuniversitario en filosofía,"Elaboración de material y clases para ingreso a universidad.",Docencia Preuniversitaria,Presencial,40,2025-08-15,10,2500
PSTFIL003,Consultor en ética empresarial,"Asesoría en implementación de políticas éticas corporativas.",Ética Corporativa,Remoto,30,2025-08-05,20,4000
PSTFIL004,Especialista en filosofía aplicada,"Desarrollo de talleres sobre pensamiento crítico y argumentación.",Educación Continua,Remoto,20,2025-08-20,16,3800
PSTFIL005,Coordinador de proyectos culturales,"Gestión de eventos culturales en museos o centros de arte.",Cultura,Presencial,30,2025-09-01,12,3500
PSTFIL006,Editor de contenidos filosóficos,"Redacción y edición de textos para medios digitales y editoriales.",Publicación,Remoto,30,2025-08-12,24,3300
PSTFIL007,Analista de pensamiento estratégico,"Aplicación de metodologías de pensamiento crítico en consultorías.",Consultoría Estratégica,Remoto,35,2025-08-18,20,4200
PSTFIL008,Facilitador de clubes de lectura filosófica,"Moderación y gestión de comunidades lectoras.",Educación Informal,Presencial,15,2025-08-22,18,2300
PSTFIL009,Investigador en filosofía política,"Análisis y publicación de estudios sobre teoría política.",Investigación,Remoto,30,2025-08-08,24,4800
PSTFIL010,Desarrollador de cursos online de filosofía,"Creación de contenido pedagógico multimedia.",E-learning,Remoto,25,2025-08-10,20,3700
PSTTS001,Trabajador/a Social Corporativo,"Programas de bienestar y asistencia social para colaboradores.",Bienestar Laboral,Presencial,40,2025-08-01,24,3000
PSTTS002,Especialista en proyectos sociales,"Gestión de programas comunitarios en ONG o sector público.",Gestión de Proyectos Sociales,Híbrido,35,2025-08-15,24,4500
PSTTS003,Promotor(a) Social en minería,"Relaciones comunitarias y monitoreo de impactos en faenas.",Responsabilidad Social,Presencial,40,2025-08-05,24,4000
PSTTS004,Trabajador/a Social en salud,"Atención y contención emocional de pacientes y familias.",Salud Pública,Presencial,40,2025-08-20,24,3200
PSTTS005,Asistente de vivienda social,"Apoyo en implementación de proyectos de vivienda y asistencia.",Vivienda Social,Presencial,40,2025-09-01,24,3100
PSTTS006,Gestor/a educativo social,"Programas de apoyo familiar y escolar en instituciones.",Educación Comunitaria,Híbrido,35,2025-08-12,24,3300
PSTTS007,Coordinador/a de bienestar hospitalario,"Supervisión de atención psicosocial en clínicas.",Bienestar en Salud,Presencial,40,2025-08-18,24,3400
PSTTS008,Mediador/a comunitario,"Resolución de conflictos y diálogo entre comunidades.",Mediación Social, Presencial,40,2025-08-22,24,3500
PSTTS009,Analista de políticas sociales,"Evaluación de programas públicos desde enfoque social.",Políticas Sociales,Remoto,30,2025-08-08,24,3600
PSTTS010,Supervisor/a de intervención social,"Control de calidad en proyectos de servicios sociales.",Evaluación Social,Presencial,40,2025-08-10,24,3700
PSTANT001,Relacionista Comunitario Minero,"Dialogo con comunidades locales y supervisión de impacto social.",Relaciones Comunitarias,Presencial,40,2025-08-01,24,4000
PSTANT002,Consultor UX Research,"Investigación cualitativa para mejora de productos digitales.",Investigación de Usuario,Remoto,35,2025-08-15,18,4500
PSTANT003,Especialista en Consulta Previa,"Facilitación y mediación con pueblos indígenas.",Derechos Indígenas,Presencial,40,2025-08-05,24,4800
PSTANT004,Antropólogo en desarrollo rural,"Proyectos de desarrollo y evaluación comunitaria.",Desarrollo Rural,Híbrido,35,2025-08-20,24,4300
PSTANT005,Investigador de cultura urbana,"Estudios de espacios y prácticas urbanas para instituciones.",Investigación Social,Remoto,30,2025-09-01,24,3900
PSTANT006,Coordinador de patrimonio cultural,"Gestión de prácticas y espacio cultural ancestral.",Patrimonio Cultural,Presencial,40,2025-08-12,24,4200
PSTANT007,Analista de diversidad étnica,"Estudios y políticas de inclusión en empresas y Estado.",Diversidad e Inclusión,Remoto,30,2025-08-18,24,4400
PSTANT008,Antropólogo salud pública,"Investigación y diseño de campañas sanitarias comunitarias.",Salud Comunitaria,Remoto,30,2025-08-22,24,4100
PSTANT009,Especialista en género y sociedad,"Evaluación de proyectos con enfoque de género.",Género e Interseccionalidad,Híbrido,35,2025-08-08,24,4300
PSTANT010,Consultor en antropología digital,"Estudios culturales en redes sociales y consumo mediático.",Antropología Digital,Remoto,25,2025-08-10,24,4000
PSTRIN001,Analista de Cooperación Internacional,"Gestión de proyectos y relaciones con organismos multilaterales.",Cooperación,Remoto,35,2025-08-01,24,6000
PSTRIN002,Especialista en Comercio Exterior,"Negociación de acuerdos y análisis de mercados internacionales.",Comercio Exterior,Híbrido,40,2025-08-10,24,5500
PSTRIN003,Gestor de Proyectos de Desarrollo,"Direccion y seguimiento de proyectos internacionales.",Desarrollo Internacional,Presencial,40,2025-08-05,24,5800
PSTRIN004,Asesor de Políticas Internacionales,"Elaboración de informes y análisis de contexto global.",Política Internacional,Remoto,30,2025-08-15,20,6200
PSTRIN005,Consultor en Relaciones Diplomáticas,"Apoyo en eventos diplomáticos y redacción de comunicaciones.",Diplomacia,Presencial,40,2025-09-01,24,6500
PSTRIN006,Analista de Riesgo País,"Monitoreo de indicadores políticos y económicos para inversión.",Inteligencia Geopolítica,Remoto,35,2025-08-12,24,6000
PSTRIN007,Coordinador de Alianzas Estratégicas,"Generación de alianzas en organismos y ONGs.",Asociaciones Internacionales,Híbrido,35,2025-08-20,24,5700
PSTRIN008,Especialista en Asuntos Migratorios,"Asesoría jurídica y social a migrantes.",Migración y Refugio,Presencial,40,2025-08-22,24,5800
PSTRIN009,Responsable de Proyectos Climate Finance lia,"Coordinación de fondos climáticos en cooperación.",Finanzas Climáticas,Remoto,30,2025-08-18,24,6000
PSTRIN010,Analista de Seguridad Internacional,"Prevención de conflictos y análisis de seguridad global.",Seguridad Internacional,Remoto,30,2025-08-08,24,6300
PSTCRI001,Criminólogo en Policía Técnica,"Análisis de escenas de crimen y elaboración de informes.",Investigación Forense,Presencial,40,2025-08-01,24,1700
PSTCRI002,Analista Forense Junior,"Procesamiento de evidencias digitales y escritos.",Perfiles Forenses,Presencial,40,2025-08-15,24,2000
PSTCRI003,Criminólogo Privado,"Investigación de fraudes y delitos corporativos.",Seguridad Privada,Híbrido,35,2025-08-10,24,2500
PSTCRI004,Especialista en Victimología,"Atención y diagnóstico de víctimas de delitos.",Atención a Víctimas,Presencial,40,2025-09-01,24,2200
PSTCRI005,Investigador de Crimen Organizado,"Análisis de redes delictivas para entidades públicas.",Seguridad Nacional,Remoto,30,2025-08-20,24,3000
